,accuracy_gray_16,precision_gray_16,recall_gray_16,accuracy_gray_32,precision_gray_32,recall_gray_32,accuracy_gray_64,precision_gray_64,recall_gray_64,accuracy_gray_8,precision_gray_8,recall_gray_8,num_trees,accuracy_gray_2,precision_gray_2,recall_gray_2,accuracy_gray_4,precision_gray_4,recall_gray_4
10,0.7096774193548387,0.6947368421052632,0.8048780487804879,0.7354838709677419,0.7333333333333333,0.8555555555555555,0.7483870967741936,0.7297297297297297,0.9,0.7583333333333333,0.7585394090951191,0.7583333333333333,300,0.5416666666666666,0.5419329443363897,0.5416666666666666,0.675,0.6761437908496731,0.675
11,0.7225806451612903,0.7052631578947368,0.8170731707317073,0.7354838709677419,0.7247706422018348,0.8777777777777778,0.7419354838709677,0.7272727272727273,0.8888888888888888,0.7583333333333333,0.7585394090951191,0.7583333333333333,320,0.5416666666666666,0.5419329443363897,0.5416666666666666,0.675,0.6761437908496731,0.675
12,0.7096774193548387,0.6907216494845361,0.8170731707317073,0.7419354838709677,0.7314814814814815,0.8777777777777778,0.7354838709677419,0.7247706422018348,0.8777777777777778,0.7583333333333333,0.7582706766917293,0.7583333333333333,340,0.5416666666666666,0.5419329443363897,0.5416666666666666,0.6916666666666667,0.6931088377379938,0.6916666666666667
13,0.7225806451612903,0.7052631578947368,0.8170731707317073,0.7419354838709677,0.7272727272727273,0.8888888888888888,0.7354838709677419,0.7207207207207207,0.8888888888888888,0.7666666666666667,0.7666666666666667,0.7666666666666667,360,0.5416666666666666,0.5419329443363897,0.5416666666666666,0.6833333333333333,0.6852380952380952,0.6833333333333333
14,0.7225806451612903,0.7052631578947368,0.8170731707317073,0.7483870967741936,0.7339449541284404,0.8888888888888888,0.7354838709677419,0.7247706422018348,0.8777777777777778,0.775,0.7752014448457903,0.775,380,0.55,0.55,0.55,0.6916666666666667,0.6931088377379938,0.6916666666666667
15,0.7161290322580646,0.6938775510204082,0.8292682926829268,0.7483870967741936,0.7339449541284404,0.8888888888888888,0.7225806451612903,0.7155963302752294,0.8666666666666667,0.7833333333333333,0.7838888888888889,0.7833333333333333,400,0.55,0.55,0.55,0.675,0.6773929290025869,0.675
16,0.7225806451612903,0.7010309278350515,0.8292682926829268,0.7419354838709677,0.7272727272727273,0.8888888888888888,0.7096774193548387,0.7027027027027027,0.8666666666666667,0.775,0.7760627952208947,0.775,420,0.5416666666666666,0.5419329443363897,0.5416666666666666,0.6666666666666666,0.6695601851851852,0.6666666666666666
17,0.7225806451612903,0.7010309278350515,0.8292682926829268,0.7548387096774194,0.7452830188679245,0.8777777777777778,0.7225806451612903,0.7117117117117117,0.8777777777777778,0.7833333333333333,0.7838888888888889,0.7833333333333333,440,0.55,0.55,0.55,0.675,0.6773929290025869,0.675
18,0.7225806451612903,0.7010309278350515,0.8292682926829268,0.7612903225806451,0.7476635514018691,0.8888888888888888,0.7290322580645161,0.7142857142857143,0.8888888888888888,0.7833333333333333,0.7838888888888889,0.7833333333333333,460,0.55,0.55,0.55,0.6666666666666666,0.6695601851851852,0.6666666666666666
19,0.7290322580645161,0.7040816326530612,0.8414634146341463,0.7548387096774194,0.7407407407407407,0.8888888888888888,0.7161290322580646,0.7053571428571429,0.8777777777777778,0.7916666666666666,0.7918634805964619,0.7916666666666666,480,0.55,0.55,0.55,0.675,0.6773929290025869,0.675
20,0.7225806451612903,0.7010309278350515,0.8292682926829268,0.7483870967741936,0.7339449541284404,0.8888888888888888,0.7161290322580646,0.7053571428571429,0.8777777777777778,0.7916666666666666,0.7918634805964619,0.7916666666666666,500,0.55,0.55,0.55,0.675,0.6773929290025869,0.675
21,0.7290322580645161,0.7040816326530612,0.8414634146341463,0.7548387096774194,0.7407407407407407,0.8888888888888888,0.7225806451612903,0.7117117117117117,0.8777777777777778,0.7916666666666666,0.7927433546355469,0.7916666666666666,520,0.55,0.55,0.55,0.675,0.6773929290025869,0.675
22,0.7290322580645161,0.7,0.8536585365853658,0.7483870967741936,0.7339449541284404,0.8888888888888888,0.7225806451612903,0.7117117117117117,0.8777777777777778,0.7833333333333333,0.7838888888888889,0.7833333333333333,540,0.5416666666666666,0.5414230019493177,0.5416666666666666,0.675,0.6773929290025869,0.675
23,0.7419354838709677,0.71,0.8658536585365854,0.7548387096774194,0.7363636363636363,0.9,0.7225806451612903,0.7117117117117117,0.8777777777777778,0.7916666666666666,0.7918634805964619,0.7916666666666666,560,0.55,0.5495535714285714,0.55,0.675,0.6773929290025869,0.675
24,0.7290322580645161,0.696078431372549,0.8658536585365854,0.7612903225806451,0.7387387387387387,0.9111111111111111,0.7290322580645161,0.7142857142857143,0.8888888888888888,0.8,0.8005555555555556,0.8,580,0.55,0.5495535714285714,0.55,0.6666666666666666,0.6681904761904762,0.6666666666666666
25,0.7354838709677419,0.7029702970297029,0.8658536585365854,0.7483870967741936,0.7339449541284404,0.8888888888888888,0.7290322580645161,0.7142857142857143,0.8888888888888888,0.8,0.8,0.8,600,0.55,0.5495535714285714,0.55,0.6666666666666666,0.6681904761904762,0.6666666666666666
26,0.7225806451612903,0.693069306930693,0.8536585365853658,0.7548387096774194,0.7363636363636363,0.9,0.7419354838709677,0.7192982456140351,0.9111111111111111,0.8,0.8,0.8,620,0.5416666666666666,0.5414230019493177,0.5416666666666666,0.6666666666666666,0.6681904761904762,0.6666666666666666
27,0.7290322580645161,0.696078431372549,0.8658536585365854,0.7548387096774194,0.7321428571428571,0.9111111111111111,0.7419354838709677,0.7192982456140351,0.9111111111111111,0.7916666666666666,0.7918634805964619,0.7916666666666666,640,0.5416666666666666,0.5414230019493177,0.5416666666666666,0.675,0.6773929290025869,0.675
28,0.7290322580645161,0.696078431372549,0.8658536585365854,0.7483870967741936,0.7297297297297297,0.9,0.7419354838709677,0.7192982456140351,0.9111111111111111,0.8,0.8,0.8,660,0.5416666666666666,0.5414230019493177,0.5416666666666666,0.6666666666666666,0.6681904761904762,0.6666666666666666
29,0.7161290322580646,0.6862745098039216,0.8536585365853658,0.7483870967741936,0.7297297297297297,0.9,0.7419354838709677,0.7192982456140351,0.9111111111111111,0.7916666666666666,0.7918634805964619,0.7916666666666666,680,0.5416666666666666,0.5414230019493177,0.5416666666666666,0.675,0.6773929290025869,0.675
30,0.7225806451612903,0.6893203883495146,0.8658536585365854,0.7548387096774194,0.7321428571428571,0.9111111111111111,0.7419354838709677,0.7192982456140351,0.9111111111111111,0.8,0.8,0.8,700,0.5416666666666666,0.5414230019493177,0.5416666666666666,0.6666666666666666,0.6681904761904762,0.6666666666666666
31,0.7161290322580646,0.6862745098039216,0.8536585365853658,0.7548387096774194,0.7321428571428571,0.9111111111111111,0.7419354838709677,0.7192982456140351,0.9111111111111111,0.7916666666666666,0.7918634805964619,0.7916666666666666,720,0.55,0.55,0.55,0.6666666666666666,0.6681904761904762,0.6666666666666666
32,0.7096774193548387,0.6831683168316832,0.8414634146341463,0.7548387096774194,0.7321428571428571,0.9111111111111111,0.7419354838709677,0.7192982456140351,0.9111111111111111,0.7833333333333333,0.7833333333333333,0.7833333333333333,740,0.5416666666666666,0.5414230019493177,0.5416666666666666,0.6583333333333333,0.6602519881191913,0.6583333333333333
33,0.7161290322580646,0.69,0.8414634146341463,0.7548387096774194,0.7321428571428571,0.9111111111111111,0.7419354838709677,0.7192982456140351,0.9111111111111111,0.775,0.7749512670565302,0.775,760,0.5416666666666666,0.5414230019493177,0.5416666666666666,0.6666666666666666,0.6681904761904762,0.6666666666666666
34,0.7096774193548387,0.6831683168316832,0.8414634146341463,0.7612903225806451,0.7387387387387387,0.9111111111111111,0.7290322580645161,0.7142857142857143,0.8888888888888888,0.7833333333333333,0.7834077380952381,0.7833333333333333,780,0.5416666666666666,0.5414230019493177,0.5416666666666666,0.6666666666666666,0.6681904761904762,0.6666666666666666
35,0.7161290322580646,0.6862745098039216,0.8536585365853658,0.7612903225806451,0.7387387387387387,0.9111111111111111,0.7290322580645161,0.7142857142857143,0.8888888888888888,0.7833333333333333,0.7834077380952381,0.7833333333333333,800,0.5416666666666666,0.5414230019493177,0.5416666666666666,0.6583333333333333,0.6602519881191913,0.6583333333333333
36,0.7161290322580646,0.6862745098039216,0.8536585365853658,0.7612903225806451,0.7387387387387387,0.9111111111111111,0.7290322580645161,0.7142857142857143,0.8888888888888888,0.775,0.7749512670565302,0.775,820,0.5416666666666666,0.5414230019493177,0.5416666666666666,0.6666666666666666,0.6681904761904762,0.6666666666666666
37,0.7096774193548387,0.6831683168316832,0.8414634146341463,0.7677419354838709,0.7454545454545455,0.9111111111111111,0.7290322580645161,0.7142857142857143,0.8888888888888888,0.775,0.7749512670565302,0.775,840,0.5416666666666666,0.5414230019493177,0.5416666666666666,0.6583333333333333,0.6602519881191913,0.6583333333333333
38,0.7096774193548387,0.6831683168316832,0.8414634146341463,0.7677419354838709,0.7410714285714286,0.9222222222222223,0.7290322580645161,0.7142857142857143,0.8888888888888888,0.775,0.7749512670565302,0.775,860,0.5416666666666666,0.5414230019493177,0.5416666666666666,0.6666666666666666,0.6681904761904762,0.6666666666666666
39,0.7096774193548387,0.6831683168316832,0.8414634146341463,0.7677419354838709,0.7410714285714286,0.9222222222222223,0.7225806451612903,0.7079646017699115,0.8888888888888888,0.775,0.7749512670565302,0.775,880,0.5333333333333333,0.5328497023809524,0.5333333333333333,0.6583333333333333,0.6602519881191913,0.6583333333333333
40,0.7096774193548387,0.6831683168316832,0.8414634146341463,0.7612903225806451,0.7345132743362832,0.9222222222222223,0.7290322580645161,0.7142857142857143,0.8888888888888888,0.775,0.7749512670565302,0.775,900,0.5333333333333333,0.5328497023809524,0.5333333333333333,0.6583333333333333,0.6602519881191913,0.6583333333333333
41,0.7096774193548387,0.6831683168316832,0.8414634146341463,0.7612903225806451,0.7345132743362832,0.9222222222222223,0.7290322580645161,0.7142857142857143,0.8888888888888888,0.775,0.7749512670565302,0.775,920,0.5416666666666666,0.5414230019493177,0.5416666666666666,0.65,0.6523148148148148,0.65
42,0.7096774193548387,0.6831683168316832,0.8414634146341463,0.7548387096774194,0.7321428571428571,0.9111111111111111,0.7354838709677419,0.7207207207207207,0.8888888888888888,0.7833333333333333,0.7833333333333333,0.7833333333333333,940,0.5416666666666666,0.5414230019493177,0.5416666666666666,0.65,0.6523148148148148,0.65
43,0.7096774193548387,0.6831683168316832,0.8414634146341463,0.7612903225806451,0.7387387387387387,0.9111111111111111,0.7354838709677419,0.7207207207207207,0.8888888888888888,0.775,0.7749512670565302,0.775,960,0.5416666666666666,0.5414230019493177,0.5416666666666666,0.6583333333333333,0.6602519881191913,0.6583333333333333
44,0.7096774193548387,0.6831683168316832,0.8414634146341463,0.7612903225806451,0.7387387387387387,0.9111111111111111,0.7290322580645161,0.7142857142857143,0.8888888888888888,0.775,0.7749512670565302,0.775,980,0.5416666666666666,0.5414230019493177,0.5416666666666666,0.6583333333333333,0.6602519881191913,0.6583333333333333
45,0.7161290322580646,0.6862745098039216,0.8536585365853658,0.7548387096774194,0.7321428571428571,0.9111111111111111,0.7225806451612903,0.7079646017699115,0.8888888888888888,0.775,0.7749512670565302,0.775,1000,0.5416666666666666,0.5414230019493177,0.5416666666666666,0.6583333333333333,0.6602519881191913,0.6583333333333333
46,0.7032258064516129,0.6764705882352942,0.8414634146341463,0.7419354838709677,0.7232142857142857,0.9,0.7290322580645161,0.7105263157894737,0.9,0.7916666666666666,0.7918634805964619,0.7916666666666666,1200,0.5416666666666666,0.5414230019493177,0.5416666666666666,0.6416666666666667,0.6422136970730321,0.6416666666666667
47,0.7225806451612903,0.6893203883495146,0.8658536585365854,0.7548387096774194,0.7321428571428571,0.9111111111111111,0.7354838709677419,0.7168141592920354,0.9,0.7833333333333333,0.7833333333333333,0.7833333333333333,1400,0.5583333333333333,0.5577389277389277,0.5583333333333333,0.6583333333333333,0.6584858725241716,0.6583333333333333
48,0.7419354838709677,0.7058823529411765,0.8780487804878049,0.7548387096774194,0.7321428571428571,0.9111111111111111,0.7225806451612903,0.7079646017699115,0.8888888888888888,0.7833333333333333,0.7833333333333333,0.7833333333333333,1600,0.5416666666666666,0.541002331002331,0.5416666666666666,0.6583333333333333,0.6584858725241716,0.6583333333333333
49,0.7225806451612903,0.693069306930693,0.8536585365853658,0.7612903225806451,0.7387387387387387,0.9111111111111111,0.7354838709677419,0.7168141592920354,0.9,0.7833333333333333,0.7833333333333333,0.7833333333333333,1800,0.55,0.5492143658810326,0.55,0.65,0.6503393665158371,0.65
50,0.7290322580645161,0.6923076923076923,0.8780487804878049,0.7612903225806451,0.7387387387387387,0.9111111111111111,0.7354838709677419,0.7168141592920354,0.9,0.7833333333333333,0.7833333333333333,0.7833333333333333,2000,0.5583333333333333,0.5577389277389277,0.5583333333333333,0.65,0.6503393665158371,0.65
51,0.7225806451612903,0.6893203883495146,0.8658536585365854,0.7419354838709677,0.7192982456140351,0.9111111111111111,0.7354838709677419,0.7168141592920354,0.9,0.7833333333333333,0.7833333333333333,0.7833333333333333,2200,0.5583333333333333,0.5577389277389277,0.5583333333333333,0.6583333333333333,0.6584858725241716,0.6583333333333333
52,0.7225806451612903,0.693069306930693,0.8536585365853658,0.7548387096774194,0.7321428571428571,0.9111111111111111,0.7354838709677419,0.7168141592920354,0.9,0.7833333333333333,0.7833333333333333,0.7833333333333333,2400,0.5416666666666666,0.541002331002331,0.5416666666666666,0.6583333333333333,0.6584858725241716,0.6583333333333333
53,0.7225806451612903,0.693069306930693,0.8536585365853658,0.7483870967741936,0.7256637168141593,0.9111111111111111,0.7354838709677419,0.7168141592920354,0.9,0.7833333333333333,0.7833333333333333,0.7833333333333333,2600,0.5416666666666666,0.5406692950342626,0.5416666666666666,0.6583333333333333,0.6584858725241716,0.6583333333333333
54,0.7161290322580646,0.69,0.8414634146341463,0.7483870967741936,0.7256637168141593,0.9111111111111111,0.7354838709677419,0.7168141592920354,0.9,0.7833333333333333,0.7833333333333333,0.7833333333333333,2800,0.5416666666666666,0.5406692950342626,0.5416666666666666,0.6583333333333333,0.6584858725241716,0.6583333333333333
55,0.7096774193548387,0.6831683168316832,0.8414634146341463,0.7483870967741936,0.7256637168141593,0.9111111111111111,0.7290322580645161,0.7142857142857143,0.8888888888888888,0.7833333333333333,0.7833333333333333,0.7833333333333333,3000,0.5333333333333333,0.5324354657687991,0.5333333333333333,0.6583333333333333,0.6584858725241716,0.6583333333333333
56,0.7225806451612903,0.693069306930693,0.8536585365853658,0.7419354838709677,0.7192982456140351,0.9111111111111111,0.7290322580645161,0.7142857142857143,0.8888888888888888,0.7833333333333333,0.7833333333333333,0.7833333333333333,3200,0.5333333333333333,0.5324354657687991,0.5333333333333333,0.6583333333333333,0.6584858725241716,0.6583333333333333
57,0.7225806451612903,0.693069306930693,0.8536585365853658,0.7483870967741936,0.7256637168141593,0.9111111111111111,0.7290322580645161,0.7142857142857143,0.8888888888888888,0.7916666666666666,0.7916318574213311,0.7916666666666666,3400,0.5333333333333333,0.5324354657687991,0.5333333333333333,0.6666666666666666,0.6666666666666666,0.6666666666666666
58,0.7225806451612903,0.693069306930693,0.8536585365853658,0.7483870967741936,0.7256637168141593,0.9111111111111111,0.7354838709677419,0.7207207207207207,0.8888888888888888,0.7916666666666666,0.7918634805964619,0.7916666666666666,3600,0.5333333333333333,0.5324354657687991,0.5333333333333333,0.6666666666666666,0.6666666666666666,0.6666666666666666
59,0.7225806451612903,0.693069306930693,0.8536585365853658,0.7483870967741936,0.7256637168141593,0.9111111111111111,0.7354838709677419,0.7207207207207207,0.8888888888888888,0.8083333333333333,0.8094239140501992,0.8083333333333333,3800,0.5416666666666666,0.541002331002331,0.5416666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666
60,0.7290322580645161,0.696078431372549,0.8658536585365854,0.7419354838709677,0.7192982456140351,0.9111111111111111,0.7290322580645161,0.7142857142857143,0.8888888888888888,0.8083333333333333,0.8085255163471334,0.8083333333333333,4000,0.5333333333333333,0.5328497023809524,0.5333333333333333,0.6666666666666666,0.6666666666666666,0.6666666666666666
61,0.7290322580645161,0.696078431372549,0.8658536585365854,0.7483870967741936,0.7256637168141593,0.9111111111111111,0.7290322580645161,0.7142857142857143,0.8888888888888888,0.8083333333333333,0.8085255163471334,0.8083333333333333,4200,0.5333333333333333,0.5328497023809524,0.5333333333333333,0.675,0.674895104895105,0.675
62,0.7354838709677419,0.7029702970297029,0.8658536585365854,0.7354838709677419,0.7130434782608696,0.9111111111111111,0.7419354838709677,0.7232142857142857,0.9,0.8166666666666667,0.8166666666666667,0.8166666666666667,4400,0.5333333333333333,0.5328497023809524,0.5333333333333333,0.6666666666666666,0.6666666666666666,0.6666666666666666
63,0.7354838709677419,0.7029702970297029,0.8658536585365854,0.7419354838709677,0.7192982456140351,0.9111111111111111,0.7419354838709677,0.7232142857142857,0.9,0.8166666666666667,0.8166666666666667,0.8166666666666667,4600,0.525,0.5242657342657342,0.525,0.675,0.674895104895105,0.675
64,0.7354838709677419,0.7029702970297029,0.8658536585365854,0.7419354838709677,0.7192982456140351,0.9111111111111111,0.7419354838709677,0.7232142857142857,0.9,0.8083333333333333,0.808312447786132,0.8083333333333333,4800,0.525,0.5242657342657342,0.525,0.675,0.674895104895105,0.675
